"T DMSO","P DMSO","T MIX","P MIX","RR1","RR2","PURITY","SIMRES"
"325","2","315","2.5","1","0.5","0.991680808","OK"
"325","2","315","2.5","1","0.75","0.991671792","OK"
"325","2","315","2.5","1","1","0.991673047","OK"
"325","2","315","2.5","1","1.25","0.991673017","OK"
"325","2","315","2.5","1.25","0.5","0.995377695","OK"
"325","2","315","2.5","1.25","0.75","0.995375943","OK"
"325","2","315","2.5","1.25","1","0.99537586","OK"
"325","2","315","2.5","1.25","1.25","0.995375841","OK"
"325","2","320","1","0.5","0.5","0.924858317","Warnings"
"325","2","320","1","0.5","0.75","0.924856883","Warnings"
"325","2","320","1","0.5","1","0.924854011","Warnings"
"325","2","320","1","0.5","1.25","0.924854087","Warnings"
"325","2","320","1","0.75","0.5","0.961911352","Warnings"
"325","2","320","1","0.75","0.75","0.961841736","Warnings"
"325","2","320","1","0.75","1","0.961836381","Warnings"
"325","2","320","1","0.75","1.25","0.961836962","Warnings"
"325","2","320","1","1","0.5","0.991210067","Warnings"
"325","2","320","1","1","0.75","0.99119592","Warnings"
"325","2","320","1","1","1","0.99119575","Warnings"
"325","2","320","1","1","1.25","0.991194807","Warnings"
"325","2","320","1","1.25","0.5","0.995338385","Warnings"
"325","2","320","1","1.25","0.75","0.995335458","Warnings"
"325","2","320","1","1.25","1","0.995335503","Warnings"
"325","2","320","1","1.25","1.25","0.995335415","Warnings"
"325","2","320","1.5","0.5","0.5","0.924861556","Warnings"
"325","2","320","1.5","0.5","0.75","0.924854772","Warnings"
"325","2","320","1.5","0.5","1","0.924854054","Warnings"
"325","2","320","1.5","0.5","1.25","0.924854661","Warnings"
"325","2","320","1.5","0.75","0.5","0.961910458","Warnings"
"325","2","320","1.5","0.75","0.75","0.961841804","Warnings"
"325","2","320","1.5","0.75","1","0.961836118","Warnings"
"325","2","320","1.5","0.75","1.25","0.961838175","Warnings"
"325","2","320","1.5","1","0.5","0.991210066","Warnings"
"325","2","320","1.5","1","0.75","0.991195298","Warnings"
"325","2","320","1.5","1","1","0.991195532","Warnings"
"325","2","320","1.5","1","1.25","0.991196272","Warnings"
"325","2","320","1.5","1.25","0.5","0.995338515","Warnings"
"325","2","320","1.5","1.25","0.75","0.995335451","Warnings"
"325","2","320","1.5","1.25","1","0.995335492","Warnings"
"325","2","320","1.5","1.25","1.25","0.995335413","Warnings"
"325","2","320","2","0.5","0.5","0.924861545","OK"
"325","2","320","2","0.5","0.75","0.924854771","OK"
"325","2","320","2","0.5","1","0.924854059","OK"
"325","2","320","2","0.5","1.25","0.924854663","OK"
"325","2","320","2","0.75","0.5","0.961910459","OK"
"325","2","320","2","0.75","0.75","0.961841805","OK"
"325","2","320","2","0.75","1","0.961836118","OK"
"325","2","320","2","0.75","1.25","0.961838175","OK"
"325","2","320","2","1","0.5","0.991210066","OK"
"325","2","320","2","1","0.75","0.991195298","OK"
"325","2","320","2","1","1","0.991195532","OK"
"325","2","320","2","1","1.25","0.991196272","OK"
"325","2","320","2","1.25","0.5","0.995338515","OK"
"325","2","320","2","1.25","0.75","0.995335451","OK"
"325","2","320","2","1.25","1","0.995335492","OK"
"325","2","320","2","1.25","1.25","0.995335413","OK"
"325","2","320","2.5","0.5","0.5","0.924861553","OK"
"325","2","320","2.5","0.5","0.75","0.924854772","OK"
"325","2","320","2.5","0.5","1","0.924854058","OK"
"325","2","320","2.5","0.5","1.25","0.924854663","OK"
"325","2","320","2.5","0.75","0.5","0.961910459","OK"
"325","2","320","2.5","0.75","0.75","0.961841805","OK"
"325","2","320","2.5","0.75","1","0.961836118","OK"
"325","2","320","2.5","0.75","1.25","0.961838175","OK"
"325","2","320","2.5","1","0.5","0.991210066","OK"
"325","2","320","2.5","1","0.75","0.991195298","OK"
"325","2","320","2.5","1","1","0.991195532","OK"
"325","2","320","2.5","1","1.25","0.991196272","OK"
"325","2","320","2.5","1.25","0.5","0.995338515","OK"
"325","2","320","2.5","1.25","0.75","0.995335451","OK"
"325","2","320","2.5","1.25","1","0.995335492","OK"
"325","2","320","2.5","1.25","1.25","0.995335413","OK"
"325","2","325","1","0.5","0.5","0.923350611","Warnings"
"325","2","325","1","0.5","0.75","0.923342464","Warnings"
"325","2","325","1","0.5","1","0.923346715","Warnings"
"325","2","325","1","0.5","1.25","0.923345972","Warnings"
"325","2","325","1","0.75","0.5","0.960466072","Warnings"
"325","2","325","1","0.75","0.75","0.960459069","Warnings"
"325","2","325","1","0.75","1","0.960459189","Warnings"
"325","2","325","1","0.75","1.25","0.96045832","Warnings"
"325","2","325","1","1","0.5","0.990653982","Warnings"
"325","2","325","1","1","0.75","0.990638981","Warnings"
"325","2","325","1","1","1","0.990638024","Warnings"
"325","2","325","1","1","1.25","0.99063886","Warnings"
"325","2","325","1","1.25","0.5","0.9952906","Warnings"
"325","2","325","1","1.25","0.75","0.995290277","Warnings"
"325","2","325","1","1.25","1","0.995290419","Warnings"
"325","2","325","1","1.25","1.25","0.995290475","Warnings"
"325","2","325","1.5","0.5","0.5","0.923356402","Warnings"
"325","2","325","1.5","0.5","0.75","0.923342147","Warnings"
"325","2","325","1.5","0.5","1","0.923348259","Warnings"
"325","2","325","1.5","0.5","1.25","0.923345315","Warnings"
"325","2","325","1.5","0.75","0.5","0.960466855","Warnings"
"325","2","325","1.5","0.75","0.75","0.960462914","Warnings"
"325","2","325","1.5","0.75","1","0.96045855","Warnings"
"325","2","325","1.5","0.75","1.25","0.960458858","Warnings"
"325","2","325","1.5","1","0.5","0.990653958","Warnings"
"325","2","325","1.5","1","0.75","0.990639018","Warnings"
"325","2","325","1.5","1","1","0.990638044","Warnings"
"325","2","325","1.5","1","1.25","0.990638834","Warnings"
"325","2","325","1.5","1.25","0.5","0.9952906","Warnings"
"325","2","325","1.5","1.25","0.75","0.995290277","Warnings"
"325","2","325","1.5","1.25","1","0.995290419","Warnings"
"325","2","325","1.5","1.25","1.25","0.995290475","Warnings"
"325","2","325","2","0.5","0.5","0.923356402","OK"
"325","2","325","2","0.5","0.75","0.923342147","OK"
"325","2","325","2","0.5","1","0.923348259","OK"
"325","2","325","2","0.5","1.25","0.923345315","OK"
"325","2","325","2","0.75","0.5","0.960466855","OK"
"325","2","325","2","0.75","0.75","0.960462914","OK"
"325","2","325","2","0.75","1","0.96045855","OK"
"325","2","325","2","0.75","1.25","0.960458858","OK"
"325","2","325","2","1","0.5","0.990653958","OK"
"325","2","325","2","1","0.75","0.990639018","OK"
"325","2","325","2","1","1","0.990638044","OK"
"325","2","325","2","1","1.25","0.990638834","OK"
"325","2","325","2","1.25","0.5","0.9952906","OK"
"325","2","325","2","1.25","0.75","0.995290277","OK"
"325","2","325","2","1.25","1","0.995290419","OK"
"325","2","325","2","1.25","1.25","0.995290475","OK"
"325","2","325","2.5","0.5","0.5","0.923356402","OK"
"325","2","325","2.5","0.5","0.75","0.923342147","OK"
"325","2","325","2.5","0.5","1","0.923348259","OK"
"325","2","325","2.5","0.5","1.25","0.923345315","OK"
"325","2","325","2.5","0.75","0.5","0.960466855","OK"
"325","2","325","2.5","0.75","0.75","0.960462914","OK"
"325","2","325","2.5","0.75","1","0.96045855","OK"
"325","2","325","2.5","0.75","1.25","0.960458858","OK"
"325","2","325","2.5","1","0.5","0.990653958","OK"
"325","2","325","2.5","1","0.75","0.990639018","OK"
"325","2","325","2.5","1","1","0.990638044","OK"
"325","2","325","2.5","1","1.25","0.990638834","OK"
"325","2","325","2.5","1.25","0.5","0.9952906","OK"
"325","2","325","2.5","1.25","0.75","0.995290277","OK"
"325","2","325","2.5","1.25","1","0.995290419","OK"
"325","2","325","2.5","1.25","1.25","0.995290475","OK"
"325","2.5","310","1","0.5","0.5","0.927686058","Warnings"
"325","2.5","310","1","0.5","0.75","0.927675361","Warnings"
"325","2.5","310","1","0.5","1","0.927671512","Warnings"
"325","2.5","310","1","0.5","1.25","0.927672925","Warnings"
"325","2.5","310","1","0.75","0.5","0.964435822","Warnings"
"325","2.5","310","1","0.75","0.75","0.964405479","Warnings"
"325","2.5","310","1","0.75","1","0.964402906","Warnings"
"325","2.5","310","1","0.75","1.25","0.964403882","Warnings"
"325","2.5","310","1","1","0.5","0.992084173","Warnings"
"325","2.5","310","1","1","0.75","0.992080846","Warnings"
"325","2.5","310","1","1","1","0.992082827","Warnings"
"325","2.5","310","1","1","1.25","0.99208228","Warnings"
"325","2.5","310","1","1.25","0.5","0.995413877","Warnings"
"325","2.5","310","1","1.25","0.75","0.995412333","Warnings"
"325","2.5","310","1","1.25","1","0.995412247","Warnings"
"325","2.5","310","1","1.25","1.25","0.995412244","Warnings"
"325","2.5","310","1.5","0.5","0.5","0.927678855","Warnings"
"325","2.5","310","1.5","0.5","0.75","0.92767129","Warnings"
"325","2.5","310","1.5","0.5","1","0.927672298","Warnings"
"325","2.5","310","1.5","0.5","1.25","0.927673576","Warnings"
"325","2.5","310","1.5","0.75","0.5","0.964435822","Warnings"
"325","2.5","310","1.5","0.75","0.75","0.964405475","Warnings"
"325","2.5","310","1.5","0.75","1","0.96440292","Warnings"
"325","2.5","310","1.5","0.75","1.25","0.964403896","Warnings"
"325","2.5","310","1.5","1","0.5","0.992084173","Warnings"
"325","2.5","310","1.5","1","0.75","0.992080846","Warnings"
"325","2.5","310","1.5","1","1","0.992082827","Warnings"
"325","2.5","310","1.5","1","1.25","0.99208228","Warnings"
"325","2.5","310","1.5","1.25","0.5","0.995413877","Warnings"
"325","2.5","310","1.5","1.25","0.75","0.995412333","Warnings"
"325","2.5","310","1.5","1.25","1","0.995412247","Warnings"
"325","2.5","310","1.5","1.25","1.25","0.995412244","Warnings"
"325","2.5","310","2","0.5","0.5","0.927678855","OK"
"325","2.5","310","2","0.5","0.75","0.92767129","OK"
"325","2.5","310","2","0.5","1","0.927672298","OK"
"325","2.5","310","2","0.5","1.25","0.927673576","OK"
"325","2.5","310","2","0.75","0.5","0.964435822","OK"
"325","2.5","310","2","0.75","0.75","0.964405475","OK"
"325","2.5","310","2","0.75","1","0.96440292","OK"
"325","2.5","310","2","0.75","1.25","0.964403896","OK"
"325","2.5","310","2","1","0.5","0.992084173","OK"
"325","2.5","310","2","1","0.75","0.992080846","OK"
"325","2.5","310","2","1","1","0.992082827","OK"
"325","2.5","310","2","1","1.25","0.99208228","OK"
"325","2.5","310","2","1.25","0.5","0.995413877","OK"
"325","2.5","310","2","1.25","0.75","0.995412333","OK"
"325","2.5","310","2","1.25","1","0.995412247","OK"
"325","2.5","310","2","1.25","1.25","0.995412244","OK"
"325","2.5","310","2.5","0.5","0.5","0.927678855","OK"
"325","2.5","310","2.5","0.5","0.75","0.92767129","OK"
"325","2.5","310","2.5","0.5","1","0.927672298","OK"
"325","2.5","310","2.5","0.5","1.25","0.927673576","OK"
"325","2.5","310","2.5","0.75","0.5","0.964435822","OK"
"325","2.5","310","2.5","0.75","0.75","0.964405475","OK"
"325","2.5","310","2.5","0.75","1","0.96440292","OK"
"325","2.5","310","2.5","0.75","1.25","0.964403896","OK"
"325","2.5","310","2.5","1","0.5","0.992084173","OK"
"325","2.5","310","2.5","1","0.75","0.992080846","OK"
"325","2.5","310","2.5","1","1","0.992082827","OK"
"325","2.5","310","2.5","1","1.25","0.99208228","OK"
"325","2.5","310","2.5","1.25","0.5","0.995413877","OK"
"325","2.5","310","2.5","1.25","0.75","0.995412333","OK"
"325","2.5","310","2.5","1.25","1","0.995412247","OK"
"325","2.5","310","2.5","1.25","1.25","0.995412244","OK"
"325","2.5","315","1","0.5","0.5","0.926302527","Warnings"
"325","2.5","315","1","0.5","0.75","0.926296167","Warnings"
"325","2.5","315","1","0.5","1","0.926293039","Warnings"
"325","2.5","315","1","0.5","1.25","0.926293665","Warnings"
"325","2.5","315","1","0.75","0.5","0.963160851","Warnings"
"325","2.5","315","1","0.75","0.75","0.963156256","Warnings"
"325","2.5","315","1","0.75","1","0.963151298","Warnings"
"325","2.5","315","1","0.75","1.25","0.963152236","Warnings"
"325","2.5","315","1","1","0.5","0.991680842","Warnings"
"325","2.5","315","1","1","0.75","0.991671786","Warnings"
"325","2.5","315","1","1","1","0.991673079","Warnings"
"325","2.5","315","1","1","1.25","0.991673061","Warnings"
"325","2.5","315","1","1.25","0.5","0.995377695","Warnings"
"325","2.5","315","1","1.25","0.75","0.995375943","Warnings"
"325","2.5","315","1","1.25","1","0.99537586","Warnings"
"325","2.5","315","1","1.25","1.25","0.995375841","Warnings"
"325","2.5","315","1.5","0.5","0.5","0.926293275","Warnings"
"325","2.5","315","1.5","0.5","0.75","0.926292118","Warnings"
"325","2.5","315","1.5","0.5","1","0.926293852","Warnings"
"325","2.5","315","1.5","0.5","1.25","0.926293535","Warnings"
"325","2.5","315","1.5","0.75","0.5","0.963162151","Warnings"
"325","2.5","315","1.5","0.75","0.75","0.963150495","Warnings"
"325","2.5","315","1.5","0.75","1","0.963154079","Warnings"
"325","2.5","315","1.5","0.75","1.25","0.963153567","Warnings"
"325","2.5","315","1.5","1","0.5","0.991680808","Warnings"
"325","2.5","315","1.5","1","0.75","0.991671792","Warnings"
"325","2.5","315","1.5","1","1","0.991673047","Warnings"
"325","2.5","315","1.5","1","1.25","0.991673017","Warnings"
"325","2.5","315","1.5","1.25","0.5","0.995377695","Warnings"
"325","2.5","315","1.5","1.25","0.75","0.995375943","Warnings"
"325","2.5","315","1.5","1.25","1","0.99537586","Warnings"
"325","2.5","315","1.5","1.25","1.25","0.995375841","Warnings"
"325","2.5","315","2","0.5","0.5","0.926293273","OK"
"325","2.5","315","2","0.5","0.75","0.926292118","OK"
"325","2.5","315","2","0.5","1","0.926293854","OK"
"325","2.5","315","2","0.5","1.25","0.926293539","OK"
"325","2.5","315","2","0.75","0.5","0.963162151","OK"
"325","2.5","315","2","0.75","0.75","0.963150495","OK"
"325","2.5","315","2","0.75","1","0.963154079","OK"
"325","2.5","315","2","0.75","1.25","0.963153567","OK"
"325","2.5","315","2","1","0.5","0.991680808","OK"
"325","2.5","315","2","1","0.75","0.991671792","OK"
"325","2.5","315","2","1","1","0.991673047","OK"
"325","2.5","315","2","1","1.25","0.991673017","OK"
"325","2.5","315","2","1.25","0.5","0.995377695","OK"
"325","2.5","315","2","1.25","0.75","0.995375943","OK"
"325","2.5","315","2","1.25","1","0.99537586","OK"
"325","2.5","315","2","1.25","1.25","0.995375841","OK"
"325","2.5","315","2.5","0.5","0.5","0.926293273","OK"
"325","2.5","315","2.5","0.5","0.75","0.926292118","OK"
"325","2.5","315","2.5","0.5","1","0.926293854","OK"
"325","2.5","315","2.5","0.5","1.25","0.926293539","OK"
"325","2.5","315","2.5","0.75","0.5","0.963162151","OK"
"325","2.5","315","2.5","0.75","0.75","0.963150495","OK"
"325","2.5","315","2.5","0.75","1","0.963154079","OK"
"325","2.5","315","2.5","0.75","1.25","0.963153567","OK"
"325","2.5","315","2.5","1","0.5","0.991680808","OK"
"325","2.5","315","2.5","1","0.75","0.991671792","OK"
"325","2.5","315","2.5","1","1","0.991673047","OK"
"325","2.5","315","2.5","1","1.25","0.991673017","OK"
"325","2.5","315","2.5","1.25","0.5","0.995377695","OK"
"325","2.5","315","2.5","1.25","0.75","0.995375943","OK"
"325","2.5","315","2.5","1.25","1","0.99537586","OK"
"325","2.5","315","2.5","1.25","1.25","0.995375841","OK"
"325","2.5","320","1","0.5","0.5","0.924858317","Warnings"
"325","2.5","320","1","0.5","0.75","0.924856883","Warnings"
"325","2.5","320","1","0.5","1","0.924854011","Warnings"
"325","2.5","320","1","0.5","1.25","0.924854087","Warnings"
"325","2.5","320","1","0.75","0.5","0.961911352","Warnings"
"325","2.5","320","1","0.75","0.75","0.961841736","Warnings"
"325","2.5","320","1","0.75","1","0.961836381","Warnings"
"325","2.5","320","1","0.75","1.25","0.961836962","Warnings"
"325","2.5","320","1","1","0.5","0.991210067","Warnings"
"325","2.5","320","1","1","0.75","0.99119592","Warnings"
"325","2.5","320","1","1","1","0.99119575","Warnings"
"325","2.5","320","1","1","1.25","0.991194807","Warnings"
"325","2.5","320","1","1.25","0.5","0.995338385","Warnings"
"325","2.5","320","1","1.25","0.75","0.995335458","Warnings"
"325","2.5","320","1","1.25","1","0.995335503","Warnings"
"325","2.5","320","1","1.25","1.25","0.995335415","Warnings"
"325","2.5","320","1.5","0.5","0.5","0.924861556","Warnings"
"325","2.5","320","1.5","0.5","0.75","0.924854772","Warnings"
"325","2.5","320","1.5","0.5","1","0.924854054","Warnings"
"325","2.5","320","1.5","0.5","1.25","0.924854661","Warnings"
"325","2.5","320","1.5","0.75","0.5","0.961910458","Warnings"
"325","2.5","320","1.5","0.75","0.75","0.961841804","Warnings"
"325","2.5","320","1.5","0.75","1","0.961836118","Warnings"
"325","2.5","320","1.5","0.75","1.25","0.961838175","Warnings"
"325","2.5","320","1.5","1","0.5","0.991210066","Warnings"
"325","2.5","320","1.5","1","0.75","0.991195298","Warnings"
"325","2.5","320","1.5","1","1","0.991195532","Warnings"
"325","2.5","320","1.5","1","1.25","0.991196272","Warnings"
"325","2.5","320","1.5","1.25","0.5","0.995338515","Warnings"
"325","2.5","320","1.5","1.25","0.75","0.995335451","Warnings"
"325","2.5","320","1.5","1.25","1","0.995335492","Warnings"
"325","2.5","320","1.5","1.25","1.25","0.995335413","Warnings"
"325","2.5","320","2","0.5","0.5","0.924861545","OK"
"325","2.5","320","2","0.5","0.75","0.924854771","OK"
"325","2.5","320","2","0.5","1","0.924854059","OK"
"325","2.5","320","2","0.5","1.25","0.924854663","OK"
"325","2.5","320","2","0.75","0.5","0.961910459","OK"
"325","2.5","320","2","0.75","0.75","0.961841805","OK"
"325","2.5","320","2","0.75","1","0.961836118","OK"
"325","2.5","320","2","0.75","1.25","0.961838175","OK"
"325","2.5","320","2","1","0.5","0.991210066","OK"
"325","2.5","320","2","1","0.75","0.991195298","OK"
"325","2.5","320","2","1","1","0.991195532","OK"
"325","2.5","320","2","1","1.25","0.991196272","OK"
"325","2.5","320","2","1.25","0.5","0.995338515","OK"
"325","2.5","320","2","1.25","0.75","0.995335451","OK"
"325","2.5","320","2","1.25","1","0.995335492","OK"
"325","2.5","320","2","1.25","1.25","0.995335413","OK"
"325","2.5","320","2.5","0.5","0.5","0.924861545","OK"
"325","2.5","320","2.5","0.5","0.75","0.924854771","OK"
"325","2.5","320","2.5","0.5","1","0.924854059","OK"
"325","2.5","320","2.5","0.5","1.25","0.924854663","OK"
"325","2.5","320","2.5","0.75","0.5","0.961910459","OK"
"325","2.5","320","2.5","0.75","0.75","0.961841805","OK"
"325","2.5","320","2.5","0.75","1","0.961836118","OK"
"325","2.5","320","2.5","0.75","1.25","0.961838175","OK"
"325","2.5","320","2.5","1","0.5","0.991210066","OK"
"325","2.5","320","2.5","1","0.75","0.991195298","OK"
